Log,Attack Type
1224  294.706624    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1221#2] 1255 â†’ 80 [ACK] Seq=246 Ack=187111 Win=63246 Len=0,DNS Fast-Flux
1979  356.532651    147.32.84.165       98.137.54.237       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1349 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
"1906  347.541850    212.117.171.138     147.32.84.165       eth:ethertype:ip:tcp      62  65500 â†’ 1327 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM",DNS Fast-Flux
1700  341.511219    147.32.84.165       209.240.157.116     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1322 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1545  305.659463    147.32.84.165       204.127.217.16      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1292 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
"1314  294.838917    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    1359  [TCP Previous segment not captured] 80 â†’ 1255 [FIN, PSH, ACK] Seq=248095 Ack=246 Win=6432 Len=1305",DNS Fast-Flux
 307  201.900569    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Window Update] 1047 â†’ 80 [ACK] Seq=188 Ack=28509 Win=61333 Len=0,DNS Fast-Flux
1667  339.191293    147.32.84.165       64.136.45.168       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1324 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 863  291.559000    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 860#2] 1256 â†’ 80 [ACK] Seq=185 Ack=38417 Win=51424 Len=0,DNS Fast-Flux
"1567  311.684620    94.63.150.63        147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1301 [FIN, ACK] Seq=248 Ack=471 Win=6432 Len=0",DNS Fast-Flux
 531  218.790353    147.32.84.165       93.180.203.85       eth:ethertype:ip:tcp      62  1056 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 655  254.285219    147.32.84.165       60.243.195.59       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1063 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1260  294.819373    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1259#1] 1255 â†’ 80 [ACK] Seq=246 Ack=207901 Win=63054 Len=0,DNS Fast-Flux
" 234  199.741319    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp     355  [TCP Retransmission] 1046 â†’ 80 [PSH, ACK] Seq=1 Ack=1 Win=64620 Len=301",DNS Fast-Flux
 121  166.710916    94.63.149.152       147.32.84.165       eth:ethertype:ip:tcp    4434  80 â†’ 1042 [ACK] Seq=13141 Ack=91 Win=5840 Len=4380,DNS Fast-Flux
1698  341.511169    147.32.84.165       216.77.188.73       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1321 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 950  293.693356    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    1440  80 â†’ 1255 [ACK] Seq=1387 Ack=246 Win=6432 Len=1386,DNS Fast-Flux
" 618  245.479694    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp     521  [TCP Retransmission] 1101 â†’ 80 [PSH, ACK] Seq=1 Ack=1 Win=64620 Len=467",DNS Fast-Flux
1179  294.681896    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    2826  80 â†’ 1255 [ACK] Seq=159391 Ack=246 Win=6432 Len=2772,DNS Fast-Flux
 308  201.900578    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 305#2] 1047 â†’ 80 [ACK] Seq=188 Ack=28509 Win=61333 Len=0,DNS Fast-Flux
 136  166.747089    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=91 Ack=25792 Win=63270 Len=0,DNS Fast-Flux
 555  221.739044    147.32.84.165       95.155.98.55        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1054 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
"1674  339.554731    217.34.4.225        147.32.84.165       eth:ethertype:ip:tcp      60  6667 â†’ 1326 [FIN, ACK] Seq=263 Ack=294 Win=6432 Len=0",DNS Fast-Flux
 584  227.747178    147.32.84.165       117.204.73.246      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1058 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
"1641  338.133098    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1314 [FIN, ACK] Seq=167 Ack=246 Win=6432 Len=0",DNS Fast-Flux
 671  254.385658    147.32.84.165       117.198.86.115      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1071 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 835  291.279004    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1256 [ACK] Seq=19209 Ack=185 Win=6432 Len=1372,DNS Fast-Flux
 110  166.638848    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=91 Ack=4381 Win=64240 Len=0,DNS Fast-Flux
1165  294.679744    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1164#1] 1255 â†’ 80 [ACK] Seq=246 Ack=148303 Win=63054 Len=0,DNS Fast-Flux
1960  354.129205    147.32.84.165       66.94.236.34        eth:ethertype:ip:tcp      62  1352 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1465  296.636277    147.32.84.165       213.165.64.102      eth:ethertype:ip:tcp      62  1290 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1729  341.651965    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     553  Standard query response 0x22b6 MX yahoo.com MX 1 g.mx.mail.yahoo.com MX 1 h.mx.mail.yahoo.com MX 1 i.mx.mail.yahoo.com MX 1 j.mx.mail.yahoo.com MX 1 k.mx.mail.yahoo.com MX 1 l.mx.mail.yahoo.com MX 1 m.mx.mail.yahoo.com MX 1 n.mx.mail.yahoo.com MX 1 o.mx.mail.yahoo.com MX 1 a.mx.mail.yahoo.com MX 1 b.mx.mail.yahoo.com MX 1 c.mx.mail.yahoo.com MX 1 d.mx.mail.yahoo.com MX 1 e.mx.mail.yahoo.com MX 1 f.mx.mail.yahoo.com NS ns3.yahoo.com NS ns6.yahoo.com NS ns1.yahoo.com NS ns5.yahoo.com NS ns8.yahoo.com NS ns2.yahoo.com NS ns4.yahoo.com A 67.195.168.31 A 74.6.136.65 A 98.139.175.225 A 209.191.88.254 A 67.195.168.230,DNS Fast-Flux
1243  294.714974    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    2826  80 â†’ 1255 [ACK] Seq=196813 Ack=246 Win=6432 Len=2772,DNS Fast-Flux
 212  198.480669    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1044 [ACK] Seq=31557 Ack=86 Win=5840 Len=1372,DNS Fast-Flux
1768  342.021552    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     333  Standard query response 0x0f66 A j.mx.mail.yahoo.com A 66.94.237.64 NS ns1.yahoo.com NS ns2.yahoo.com NS ns8.yahoo.com NS ns5.yahoo.com NS ns6.yahoo.com NS ns4.yahoo.com NS ns3.yahoo.com A 68.180.131.16 A 68.142.255.16 A 121.101.152.99 A 68.142.196.63 A 119.160.247.124 A 202.43.223.170 A 202.165.104.22,DNS Fast-Flux
1121  294.568817    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    4212  80 â†’ 1255 [ACK] Seq=119197 Ack=246 Win=6432 Len=4158,DNS Fast-Flux
 680  266.302848    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1204 â†’ 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1951  354.052263    89.103.213.96       147.32.84.165       eth:ethertype:ip:tcp:irc     316  Response (HTTP/1.1) (Date:) (Server:) (X-Powered-By:) (Content-Length:) (Connection:) (Content-Type:) (CB2=212.117.171.138:65500),DNS Fast-Flux
1839  342.294819    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      79  Standard query 0xc770 A b.mx.mail.yahoo.com,DNS Fast-Flux
 412  215.380335    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 411#1] 1050 â†’ 80 [ACK] Seq=184 Ack=42533 Win=47308 Len=0,DNS Fast-Flux
1325  294.952042    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      74  [TCP Dup ACK 1324#1] 1255 â†’ 80 [ACK] Seq=246 Ack=243937 Win=64042 Len=0 SLE=248095 SRE=249401 SLE=245323 SRE=246709,DNS Fast-Flux
 783  290.437669    147.32.84.165       195.113.232.98      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1258 â†’ 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1346  296.286715    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      69  Standard query 0x76a5 MX phone.com,DNS Fast-Flux
 875  291.611707    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1256 [ACK] Seq=48021 Ack=185 Win=6432 Len=1372,DNS Fast-Flux
1653  338.506640    147.32.84.165       213.165.65.50       eth:ethertype:ip:tcp      62  1319 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1279  294.827845    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1255 â†’ 80 [ACK] Seq=246 Ack=221761 Win=63054 Len=0,DNS Fast-Flux
 786  290.437770    147.32.84.165       117.204.67.227      eth:ethertype:ip:tcp      62  1259 â†’ 6667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1819  342.251367    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      79  Standard query 0x027a A n.mx.mail.yahoo.com,DNS Fast-Flux
1199  294.702933    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    2826  80 â†’ 1255 [ACK] Seq=170479 Ack=246 Win=6432 Len=2772,DNS Fast-Flux
 808  290.785895    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  HTTP/1.1 200 OK ,DNS Fast-Flux
" 713  266.521978    94.63.150.63        147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1204 [FIN, ACK] Seq=248 Ack=472 Win=6432 Len=0",DNS Fast-Flux
1991  365.567975                                            eth:ethertype:arp      60  147.32.84.165 is at 08:00:27:b5:b7:19,DNS Fast-Flux
1660  338.506800    147.32.84.165       209.240.157.116     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1322 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1191  294.695934    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1190#1] 1255 â†’ 80 [ACK] Seq=246 Ack=166321 Win=64440 Len=0,DNS Fast-Flux
"1226  294.707223    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    1440  80 â†’ 1255 [PSH, ACK] Seq=188497 Ack=246 Win=6432 Len=1386",DNS Fast-Flux
 603  245.373233    147.32.84.165       59.48.7.173         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1066 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 271  201.258943    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1047 â†’ 80 [ACK] Seq=188 Ack=4117 Win=64484 Len=0,DNS Fast-Flux
1385  296.402275    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      75  Standard query 0x825e A mx2.hotmail.com,DNS Fast-Flux
 232  199.741174    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 231#1] 1046 â†’ 80 [ACK] Seq=1 Ack=1 Win=64620 Len=0[Malformed Packet],DNS Fast-Flux
  50  126.786483    147.32.84.171       147.32.84.165       eth:ethertype:ip:tcp:nbss:smb:gss-api:spnego     164  Session Setup AndX Response,DNS Fast-Flux
 463  215.574265    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1050 â†’ 80 [ACK] Seq=184 Ack=85065 Win=4776 Len=0,DNS Fast-Flux
1106  294.567212    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1105#1] 1255 â†’ 80 [ACK] Seq=246 Ack=106723 Win=57510 Len=0,DNS Fast-Flux
 856  291.445316    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1256 [ACK] Seq=35673 Ack=185 Win=6432 Len=1372,DNS Fast-Flux
 694  266.303278    147.32.84.165       123.194.145.64      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1079 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1552  307.862017    147.32.84.165       67.195.168.31       eth:ethertype:ip:tcp      62  1299 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1873  342.361624    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      79  Standard query 0x9d07 A e.mx.mail.yahoo.com,DNS Fast-Flux
 527  218.789990    147.32.84.165       95.155.98.55        eth:ethertype:ip:tcp      62  1054 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 174  198.092840    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1044 â†’ 80 [ACK] Seq=86 Ack=8233 Win=64484 Len=0,DNS Fast-Flux
 721  266.527390    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1153 â†’ 80 [ACK] Seq=379 Ack=168 Win=64274 Len=0,DNS Fast-Flux
 415  215.407413    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 414#1] 1050 â†’ 80 [ACK] Seq=184 Ack=45277 Win=44564 Len=0[Malformed Packet],DNS Fast-Flux
 238  199.867758    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 237#1] 1046 â†’ 80 [ACK] Seq=302 Ack=2701 Win=64620 Len=0[Malformed Packet],DNS Fast-Flux
1473  296.711596    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     170  Standard query response 0xbbae A bellsouth.net A 216.77.188.73 NS auth-dns.asm.bellsouth.net NS auth-dns.mia.bellsouth.net NS auth-dns.msy.bellsouth.net,DNS Fast-Flux
1336  295.205632    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1255 [ACK] Seq=249401 Ack=247 Win=6432 Len=0,DNS Fast-Flux
1064  294.450845    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1063#1] 1255 â†’ 80 [ACK] Seq=246 Ack=77617 Win=56124 Len=0,DNS Fast-Flux
  24  124.527657    147.32.84.171       147.32.84.165       eth:ethertype:ip:udp:nbdgm:smb:browser     230  Get Backup List Response,DNS Fast-Flux
1767  342.021299    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     333  Standard query response 0xd766 A j.mx.mail.yahoo.com A 66.94.237.64 NS ns4.yahoo.com NS ns6.yahoo.com NS ns1.yahoo.com NS ns3.yahoo.com NS ns2.yahoo.com NS ns8.yahoo.com NS ns5.yahoo.com A 68.180.131.16 A 68.142.255.16 A 121.101.152.99 A 68.142.196.63 A 119.160.247.124 A 202.43.223.170 A 202.165.104.22,DNS Fast-Flux
"  64  126.790244    147.32.84.165       147.32.84.171       eth:ethertype:ip:tcp      60  [TCP Retransmission] 1040 â†’ 139 [FIN, ACK] Seq=1026 Ack=917 Win=63324 Len=0",DNS Fast-Flux
 290  201.641601    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 289#1] 1047 â†’ 80 [ACK] Seq=188 Ack=17837 Win=64484 Len=0,DNS Fast-Flux
 189  198.287544    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 188#1] 1044 â†’ 80 [ACK] Seq=86 Ack=17837 Win=64484 Len=0,DNS Fast-Flux
 702  266.408681    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp:http     525  GET /sn.php?c=C8D619FD48D8892ACED698B05C19DE605D9482B11F3E52C50938A7D570DC597E430E47ADE38C4978DBED83EE635E6C77C40812A91CBD54761775359C97E06FCF5B15ED9E27F2DB44043E6B11856B7CA339CEC88DB7C94BB8DB79F69D36C3F189C2A3F7E64F5594374AF94CDACA33F1790EFBB1EFCA99AB99F3E70772F456E2186979923ED3FD08B7EDD464357BBBF070D20F&t=0.7253687 HTTP/1.0 ,DNS Fast-Flux
1815  342.250106    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     333  Standard query response 0x9c79 A m.mx.mail.yahoo.com A 66.94.238.147 NS ns6.yahoo.com NS ns5.yahoo.com NS ns8.yahoo.com NS ns3.yahoo.com NS ns4.yahoo.com NS ns1.yahoo.com NS ns2.yahoo.com A 68.180.131.16 A 68.142.255.16 A 121.101.152.99 A 68.142.196.63 A 119.160.247.124 A 202.43.223.170 A 202.165.104.22,DNS Fast-Flux
1138  294.570824    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1137#1] 1255 â†’ 80 [ACK] Seq=246 Ack=133057 Win=34936 Len=0,DNS Fast-Flux
 355  214.595031    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2798  HTTP/1.1 200 OK ,DNS Fast-Flux
 417  215.409771    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1050 [ACK] Seq=46649 Ack=184 Win=6432 Len=1372,DNS Fast-Flux
1246  294.715118    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1245#1] 1255 â†’ 80 [ACK] Seq=246 Ack=199585 Win=64440 Len=0,DNS Fast-Flux
 931  291.938397    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1256 â†’ 80 [ACK] Seq=185 Ack=93297 Win=9604 Len=0,DNS Fast-Flux
 197  198.288404    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Window Update] 1044 â†’ 80 [ACK] Seq=86 Ack=21953 Win=64484 Len=0,DNS Fast-Flux
 580  227.747124    147.32.84.165       93.180.203.85       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1056 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1135  294.570541    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1255 â†’ 80 [ACK] Seq=246 Ack=131671 Win=32562 Len=0,DNS Fast-Flux
1814  342.250095    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     333  Standard query response 0x277e A m.mx.mail.yahoo.com A 66.94.238.147 NS ns8.yahoo.com NS ns5.yahoo.com NS ns3.yahoo.com NS ns4.yahoo.com NS ns2.yahoo.com NS ns1.yahoo.com NS ns6.yahoo.com A 68.180.131.16 A 68.142.255.16 A 121.101.152.99 A 68.142.196.63 A 119.160.247.124 A 202.43.223.170 A 202.165.104.22,DNS Fast-Flux
1935  353.528157    147.32.84.165       75.180.132.243      eth:ethertype:ip:tcp      62  1346 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 434  215.411557    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp:prp      60  1050 â†’ 80 [ACK] Seq=184 Ack=61741 Win=28100 Len=0[Malformed Packet],DNS Fast-Flux
 101  166.601341    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,DNS Fast-Flux
1655  338.506693    147.32.84.165       87.248.120.148      eth:ethertype:ip:tcp      62  1320 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 395  215.243463    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1050 [ACK] Seq=30185 Ack=184 Win=6432 Len=1372,DNS Fast-Flux
"1939  353.536768    89.103.213.96       147.32.84.165       eth:ethertype:ip:tcp      62  6667 â†’ 1361 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM",DNS Fast-Flux
 221  198.481959    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 220#1] 1044 â†’ 80 [ACK] Seq=86 Ack=37711 Win=63819 Len=0[Malformed Packet],DNS Fast-Flux
1676  339.554999    147.32.84.165       217.34.4.225        eth:ethertype:ip:tcp      60  [TCP Dup ACK 1675#1] 1326 â†’ 6667 [ACK] Seq=294 Ack=264 Win=63978 Len=0,DNS Fast-Flux
1498  297.487859    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     210  Standard query response 0xf552 A mx.vgs.untd.com A 64.136.52.37 NS authns.vgs.untd.com NS authns.dca.untd.com NS authns.iad.untd.com A 64.136.44.115 A 216.225.240.11 A 64.136.52.115,DNS Fast-Flux
1785  342.173272    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      69  Standard query 0x6fbd MX yahoo.com,DNS Fast-Flux
" 345  214.050978    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp      60  [TCP Retransmission] 1049 â†’ 80 [FIN, ACK] Seq=472 Ack=249 Win=64373 Len=0",DNS Fast-Flux
1028  294.339010    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    1440  80 â†’ 1255 [ACK] Seq=54055 Ack=246 Win=6432 Len=1386,DNS Fast-Flux
 889  291.613227    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1256 [ACK] Seq=57625 Ack=185 Win=6432 Len=1372,DNS Fast-Flux
1351  296.289094    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      71  Standard query 0x16a7 MX yahoo.co.uk,DNS Fast-Flux
 553  221.739018    147.32.84.165       59.94.130.46        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1053 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 744  269.407528    147.32.84.165       117.204.67.227      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1081 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1542  305.659330    147.32.84.165       77.238.184.241      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1291 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
